DR_NO;Date Rptd;DATE OCC;TIME OCC;AREA;AREA NAME
220614831;08/18/2022 12:00:00 AM;08/17/2020 12:00:00 AM;1200;6;Hollywood  
230617817;11/14/2023 12:00:00 AM;11/13/2020 12:00:00 AM;2015;6;Hollywood  
240604173;01/05/2024 12:00:00 AM;07/09/2020 12:00:00 AM;1230;6;Hollywood  
220604399;01/10/2022 12:00:00 AM;09/19/2020 12:00:00 AM;1600;6;Hollywood  
230606306;02/24/2023 12:00:00 AM;03/20/2020 12:00:00 AM;1800;6;Hollywood  
220610269;05/13/2022 12:00:00 AM;10/08/2020 12:00:00 AM;1925;6;Hollywood  
230605916;02/09/2023 12:00:00 AM;02/09/2020 12:00:00 AM;1415;6;Hollywood  
220619758;12/05/2022 12:00:00 AM;06/15/2020 12:00:00 AM;1500;6;Hollywood  
240604147;01/05/2024 12:00:00 AM;01/01/2020 12:00:00 AM;1405;6;Hollywood  
220606971;03/05/2022 12:00:00 AM;07/02/2020 12:00:00 AM;940;6;Hollywood  
220608736;04/12/2022 12:00:00 AM;10/22/2020 12:00:00 AM;1200;6;Hollywood  
220604806;01/19/2022 12:00:00 AM;03/21/2020 12:00:00 AM;1200;6;Hollywood  
220605785;02/08/2022 12:00:00 AM;10/16/2020 12:00:00 AM;1820;6;Hollywood  
220605303;01/30/2022 12:00:00 AM;01/10/2020 12:00:00 AM;800;6;Hollywood  
230604435;01/11/2023 12:00:00 AM;12/13/2020 12:00:00 AM;2000;6;Hollywood  
220611171;05/31/2022 12:00:00 AM;03/10/2020 12:00:00 AM;1000;6;Hollywood  
220620646;12/27/2022 12:00:00 AM;11/19/2020 12:00:00 AM;1040;6;Hollywood  
230609606;05/09/2023 12:00:00 AM;08/23/2020 12:00:00 AM;1005;6;Hollywood  
220614618;08/13/2022 12:00:00 AM;12/15/2020 12:00:00 AM;2200;6;Hollywood  
220609836;05/03/2022 12:00:00 AM;06/30/2020 12:00:00 AM;1800;6;Hollywood  
230613179;07/25/2023 12:00:00 AM;02/20/2020 12:00:00 AM;1720;6;Hollywood  
220611494;06/08/2022 12:00:00 AM;03/12/2020 12:00:00 AM;1140;6;Hollywood  
230612691;07/18/2023 12:00:00 AM;09/18/2020 12:00:00 AM;342;6;Hollywood  
220619815;12/01/2022 12:00:00 AM;12/08/2020 12:00:00 AM;1;6;Hollywood  
230618170;11/20/2023 12:00:00 AM;01/17/2020 12:00:00 AM;1500;6;Hollywood  
230618916;12/13/2023 12:00:00 AM;12/11/2020 12:00:00 AM;1900;6;Hollywood  
230604935;01/13/2023 12:00:00 AM;03/10/2020 12:00:00 AM;1600;6;Hollywood  
210608827;04/23/2021 12:00:00 AM;12/15/2020 12:00:00 AM;1400;6;Hollywood  
230612659;07/08/2023 12:00:00 AM;06/01/2020 12:00:00 AM;850;6;Hollywood  
230604864;01/23/2023 12:00:00 AM;01/01/2020 12:00:00 AM;1;6;Hollywood  
230604663;01/17/2023 12:00:00 AM;11/01/2020 12:00:00 AM;1;6;Hollywood  
220615948;09/13/2022 12:00:00 AM;01/01/2020 12:00:00 AM;1200;6;Hollywood  
220610693;05/23/2022 12:00:00 AM;08/05/2020 12:00:00 AM;1336;6;Hollywood  
230610642;06/02/2023 12:00:00 AM;07/25/2020 12:00:00 AM;1835;6;Hollywood  
220617754;10/16/2022 12:00:00 AM;09/29/2020 12:00:00 AM;1130;6;Hollywood  
220613819;07/27/2022 12:00:00 AM;12/08/2020 12:00:00 AM;656;6;Hollywood  
220613587;07/23/2022 12:00:00 AM;10/24/2020 12:00:00 AM;1;6;Hollywood  
230618649;12/06/2023 12:00:00 AM;08/01/2020 12:00:00 AM;1;6;Hollywood  
220604150;01/04/2022 12:00:00 AM;03/16/2020 12:00:00 AM;1200;6;Hollywood  
220613117;07/12/2022 12:00:00 AM;01/02/2020 12:00:00 AM;1;6;Hollywood  
230606590;02/20/2023 12:00:00 AM;01/01/2020 12:00:00 AM;1340;6;Hollywood  
220612379;06/23/2022 12:00:00 AM;01/02/2020 12:00:00 AM;1200;6;Hollywood  
210605032;01/25/2021 12:00:00 AM;12/12/2020 12:00:00 AM;700;6;Hollywood  
230606956;03/06/2023 12:00:00 AM;01/06/2020 12:00:00 AM;1555;6;Hollywood  
220616628;09/19/2022 12:00:00 AM;10/26/2020 12:00:00 AM;1000;6;Hollywood  
230608066;04/05/2023 12:00:00 AM;09/01/2020 12:00:00 AM;1600;6;Hollywood  
220605196;01/26/2022 12:00:00 AM;09/20/2020 12:00:00 AM;2155;6;Hollywood  
210605155;12/26/2020 12:00:00 AM;12/25/2020 12:00:00 AM;2031;6;Hollywood  
210604151;01/05/2021 12:00:00 AM;12/31/2020 12:00:00 AM;1620;6;Hollywood  
220609056;04/15/2022 12:00:00 AM;04/04/2020 12:00:00 AM;1200;6;Hollywood  
220605828;02/10/2022 12:00:00 AM;02/10/2020 12:00:00 AM;1100;6;Hollywood  
230617970;11/17/2023 12:00:00 AM;03/07/2020 12:00:00 AM;1240;6;Hollywood  
230610569;06/01/2023 12:00:00 AM;02/02/2020 12:00:00 AM;1210;6;Hollywood  
230609918;05/18/2023 12:00:00 AM;07/01/2020 12:00:00 AM;1;6;Hollywood  
230607322;03/17/2023 12:00:00 AM;12/01/2020 12:00:00 AM;1;6;Hollywood  
220619712;11/30/2022 12:00:00 AM;02/17/2020 12:00:00 AM;1635;6;Hollywood  
200606074;02/12/2020 12:00:00 AM;02/07/2020 12:00:00 AM;1615;6;Hollywood  
220611751;06/14/2022 12:00:00 AM;03/01/2020 12:00:00 AM;800;6;Hollywood  
230615097;09/06/2023 12:00:00 AM;03/15/2020 12:00:00 AM;1855;6;Hollywood  
220609941;05/04/2022 12:00:00 AM;11/04/2020 12:00:00 AM;1305;6;Hollywood  
220604228;01/06/2022 12:00:00 AM;01/06/2020 12:00:00 AM;1250;6;Hollywood  
210615470;09/05/2021 12:00:00 AM;11/05/2020 12:00:00 AM;2000;6;Hollywood  
220608243;04/03/2022 12:00:00 AM;07/01/2020 12:00:00 AM;1200;6;Hollywood  
230610397;05/28/2023 12:00:00 AM;12/28/2020 12:00:00 AM;1630;6;Hollywood  
220614840;08/19/2022 12:00:00 AM;11/20/2020 12:00:00 AM;1200;6;Hollywood  
230606007;02/16/2023 12:00:00 AM;09/14/2020 12:00:00 AM;1200;6;Hollywood  
220610127;05/09/2022 12:00:00 AM;11/03/2020 12:00:00 AM;855;6;Hollywood  
220617737;10/15/2022 12:00:00 AM;02/08/2020 12:00:00 AM;835;6;Hollywood  
220615648;09/06/2022 12:00:00 AM;09/29/2020 12:00:00 AM;700;6;Hollywood  
230606355;02/18/2023 12:00:00 AM;03/01/2020 12:00:00 AM;1645;6;Hollywood  
230613387;08/03/2023 12:00:00 AM;07/31/2020 12:00:00 AM;2030;6;Hollywood  
220606494;02/18/2022 12:00:00 AM;07/20/2020 12:00:00 AM;340;6;Hollywood  
220617700;10/19/2022 12:00:00 AM;09/15/2020 12:00:00 AM;800;6;Hollywood  
220611873;06/15/2022 12:00:00 AM;01/01/2020 12:00:00 AM;1;6;Hollywood  
220613942;07/30/2022 12:00:00 AM;11/01/2020 12:00:00 AM;1200;6;Hollywood  
230605029;01/27/2023 12:00:00 AM;01/26/2020 12:00:00 AM;130;6;Hollywood  
220611135;03/25/2022 12:00:00 AM;10/04/2020 12:00:00 AM;423;6;Hollywood  
230617346;11/02/2023 12:00:00 AM;05/01/2020 12:00:00 AM;1200;6;Hollywood  
200609101;04/15/2020 12:00:00 AM;04/12/2020 12:00:00 AM;1300;6;Hollywood  
200610130;05/11/2020 12:00:00 AM;05/11/2020 12:00:00 AM;1130;6;Hollywood  
200615995;09/28/2020 12:00:00 AM;09/27/2020 12:00:00 AM;35;6;Hollywood  
200618244;11/20/2020 12:00:00 AM;11/19/2020 12:00:00 AM;2030;6;Hollywood  
200616504;10/10/2020 12:00:00 AM;10/09/2020 12:00:00 AM;2345;6;Hollywood  
200609150;04/16/2020 12:00:00 AM;04/16/2020 12:00:00 AM;1900;6;Hollywood  
200613614;08/06/2020 12:00:00 AM;08/06/2020 12:00:00 AM;2300;6;Hollywood  
200607168;02/29/2020 12:00:00 AM;02/29/2020 12:00:00 AM;1915;6;Hollywood  
200614026;08/16/2020 12:00:00 AM;08/16/2020 12:00:00 AM;40;6;Hollywood  
200608531;03/30/2020 12:00:00 AM;03/30/2020 12:00:00 AM;1305;6;Hollywood  
200605994;02/11/2020 12:00:00 AM;02/10/2020 12:00:00 AM;900;6;Hollywood  
200617010;10/22/2020 12:00:00 AM;10/01/2020 12:00:00 AM;1400;6;Hollywood  
200617231;10/26/2020 12:00:00 AM;10/26/2020 12:00:00 AM;1900;6;Hollywood  
200619489;12/21/2020 12:00:00 AM;12/21/2020 12:00:00 AM;300;6;Hollywood  
200614630;08/28/2020 12:00:00 AM;08/28/2020 12:00:00 AM;1500;6;Hollywood  
200604700;01/16/2020 12:00:00 AM;01/15/2020 12:00:00 AM;1;6;Hollywood  
200613265;07/30/2020 12:00:00 AM;07/29/2020 12:00:00 AM;730;6;Hollywood  
200608743;04/05/2020 12:00:00 AM;04/05/2020 12:00:00 AM;1600;6;Hollywood  
200618728;12/01/2020 12:00:00 AM;12/01/2020 12:00:00 AM;235;6;Hollywood  
200615196;09/07/2020 12:00:00 AM;09/07/2020 12:00:00 AM;1830;6;Hollywood  
200604861;01/20/2020 12:00:00 AM;01/20/2020 12:00:00 AM;210;6;Hollywood  
200605740;02/06/2020 12:00:00 AM;02/06/2020 12:00:00 AM;720;6;Hollywood  
200614595;08/24/2020 12:00:00 AM;08/24/2020 12:00:00 AM;40;6;Hollywood  
200615043;09/06/2020 12:00:00 AM;09/04/2020 12:00:00 AM;1700;6;Hollywood  
200616644;10/13/2020 12:00:00 AM;10/12/2020 12:00:00 AM;2030;6;Hollywood  
200618580;11/28/2020 12:00:00 AM;11/27/2020 12:00:00 AM;1500;6;Hollywood  
200616417;10/08/2020 12:00:00 AM;10/08/2020 12:00:00 AM;230;6;Hollywood  
200605329;01/29/2020 12:00:00 AM;01/25/2020 12:00:00 AM;1400;6;Hollywood  
200610699;05/27/2020 12:00:00 AM;05/24/2020 12:00:00 AM;1730;6;Hollywood  
200611438;06/15/2020 12:00:00 AM;06/14/2020 12:00:00 AM;1300;6;Hollywood  
200605686;02/05/2020 12:00:00 AM;02/03/2020 12:00:00 AM;1;6;Hollywood  
200605833;02/07/2020 12:00:00 AM;02/05/2020 12:00:00 AM;1300;6;Hollywood  
200606007;02/11/2020 12:00:00 AM;02/11/2020 12:00:00 AM;1055;6;Hollywood  
200608399;03/28/2020 12:00:00 AM;03/27/2020 12:00:00 AM;1700;6;Hollywood  
200610306;05/17/2020 12:00:00 AM;05/17/2020 12:00:00 AM;50;6;Hollywood  
200618301;11/21/2020 12:00:00 AM;11/21/2020 12:00:00 AM;600;6;Hollywood  
200617539;11/03/2020 12:00:00 AM;11/02/2020 12:00:00 AM;500;6;Hollywood  
200616654;10/13/2020 12:00:00 AM;10/13/2020 12:00:00 AM;2120;6;Hollywood  
200618540;11/27/2020 12:00:00 AM;11/27/2020 12:00:00 AM;950;6;Hollywood  
200617078;10/22/2020 12:00:00 AM;10/02/2020 12:00:00 AM;1235;6;Hollywood  
210614897;08/25/2021 12:00:00 AM;04/02/2020 12:00:00 AM;1200;6;Hollywood  
200611658;06/22/2020 12:00:00 AM;06/22/2020 12:00:00 AM;628;6;Hollywood  
200609594;04/22/2020 12:00:00 AM;04/08/2020 12:00:00 AM;700;6;Hollywood  
200614366;08/23/2020 12:00:00 AM;08/23/2020 12:00:00 AM;920;6;Hollywood  
200617967;11/13/2020 12:00:00 AM;11/12/2020 12:00:00 AM;1230;6;Hollywood  
200614849;09/02/2020 12:00:00 AM;09/02/2020 12:00:00 AM;2000;6;Hollywood  
200613294;07/31/2020 12:00:00 AM;07/30/2020 12:00:00 AM;1915;6;Hollywood  
200616545;10/09/2020 12:00:00 AM;10/09/2020 12:00:00 AM;500;6;Hollywood  
200618640;11/30/2020 12:00:00 AM;11/27/2020 12:00:00 AM;1900;6;Hollywood  
200616577;10/12/2020 12:00:00 AM;10/12/2020 12:00:00 AM;115;6;Hollywood  
200606525;02/19/2020 12:00:00 AM;02/19/2020 12:00:00 AM;937;6;Hollywood  
200605905;02/10/2020 12:00:00 AM;02/09/2020 12:00:00 AM;1200;6;Hollywood  
200612288;07/07/2020 12:00:00 AM;07/07/2020 12:00:00 AM;1525;6;Hollywood  
200611886;06/27/2020 12:00:00 AM;06/27/2020 12:00:00 AM;220;6;Hollywood  
200609358;04/22/2020 12:00:00 AM;04/22/2020 12:00:00 AM;100;6;Hollywood  
200608099;03/19/2020 12:00:00 AM;03/19/2020 12:00:00 AM;545;6;Hollywood  
200610376;05/14/2020 12:00:00 AM;05/05/2020 12:00:00 AM;1200;6;Hollywood  
200611456;06/16/2020 12:00:00 AM;06/15/2020 12:00:00 AM;1430;6;Hollywood  
200608304;03/24/2020 12:00:00 AM;03/24/2020 12:00:00 AM;1550;6;Hollywood  
200614702;08/30/2020 12:00:00 AM;08/27/2020 12:00:00 AM;1400;6;Hollywood  
200608036;03/17/2020 12:00:00 AM;03/17/2020 12:00:00 AM;430;6;Hollywood  
200613058;07/25/2020 12:00:00 AM;07/06/2020 12:00:00 AM;1300;6;Hollywood  
200619000;12/08/2020 12:00:00 AM;11/28/2020 12:00:00 AM;1550;6;Hollywood  
200607338;03/04/2020 12:00:00 AM;01/20/2020 12:00:00 AM;1700;6;Hollywood  
200619576;12/22/2020 12:00:00 AM;12/22/2020 12:00:00 AM;1810;6;Hollywood  
200609026;04/13/2020 12:00:00 AM;04/06/2020 12:00:00 AM;200;6;Hollywood  
200617466;11/01/2020 12:00:00 AM;10/31/2020 12:00:00 AM;1700;6;Hollywood  
200604022;01/01/2020 12:00:00 AM;01/01/2020 12:00:00 AM;2030;6;Hollywood  
200615861;09/25/2020 12:00:00 AM;09/24/2020 12:00:00 AM;2050;6;Hollywood  
200608336;03/25/2020 12:00:00 AM;03/25/2020 12:00:00 AM;1120;6;Hollywood  
200605491;02/01/2020 12:00:00 AM;02/01/2020 12:00:00 AM;330;6;Hollywood  
200615818;09/24/2020 12:00:00 AM;09/24/2020 12:00:00 AM;700;6;Hollywood  
200610004;04/26/2020 12:00:00 AM;04/25/2020 12:00:00 AM;1945;6;Hollywood  
210605125;01/29/2021 12:00:00 AM;12/01/2020 12:00:00 AM;1905;6;Hollywood  
200609109;04/15/2020 12:00:00 AM;04/15/2020 12:00:00 AM;1610;6;Hollywood  
200607457;03/06/2020 12:00:00 AM;03/06/2020 12:00:00 AM;1720;6;Hollywood  
200615303;09/12/2020 12:00:00 AM;08/21/2020 12:00:00 AM;1500;6;Hollywood  
200616407;10/07/2020 12:00:00 AM;10/07/2020 12:00:00 AM;830;6;Hollywood  
200612537;07/13/2020 12:00:00 AM;07/11/2020 12:00:00 AM;2100;6;Hollywood  
200616009;09/28/2020 12:00:00 AM;09/28/2020 12:00:00 AM;1220;6;Hollywood  
200614091;08/17/2020 12:00:00 AM;08/17/2020 12:00:00 AM;230;6;Hollywood  
200618475;11/25/2020 12:00:00 AM;11/23/2020 12:00:00 AM;2300;6;Hollywood  
200611832;06/24/2020 12:00:00 AM;06/19/2020 12:00:00 AM;1600;6;Hollywood  
200614196;08/20/2020 12:00:00 AM;08/17/2020 12:00:00 AM;1800;6;Hollywood  
200607108;02/28/2020 12:00:00 AM;02/28/2020 12:00:00 AM;1425;6;Hollywood  
200618038;11/15/2020 12:00:00 AM;11/15/2020 12:00:00 AM;650;6;Hollywood  
200607298;03/03/2020 12:00:00 AM;03/02/2020 12:00:00 AM;900;6;Hollywood  
200613330;07/24/2020 12:00:00 AM;07/19/2020 12:00:00 AM;953;6;Hollywood  
200607526;03/08/2020 12:00:00 AM;03/08/2020 12:00:00 AM;1;6;Hollywood  
200614568;08/27/2020 12:00:00 AM;08/27/2020 12:00:00 AM;205;6;Hollywood  
200611617;06/21/2020 12:00:00 AM;06/20/2020 12:00:00 AM;1200;6;Hollywood  
200616082;09/30/2020 12:00:00 AM;09/29/2020 12:00:00 AM;1500;6;Hollywood  
200607746;03/11/2020 12:00:00 AM;03/10/2020 12:00:00 AM;2000;6;Hollywood  
200618506;11/24/2020 12:00:00 AM;11/22/2020 12:00:00 AM;1200;6;Hollywood  
200604631;01/14/2020 12:00:00 AM;01/14/2020 12:00:00 AM;2210;6;Hollywood  
210613848;08/05/2021 12:00:00 AM;12/04/2020 12:00:00 AM;1300;6;Hollywood  
200609022;04/13/2020 12:00:00 AM;04/13/2020 12:00:00 AM;1000;6;Hollywood  
200619238;12/14/2020 12:00:00 AM;12/10/2020 12:00:00 AM;1500;6;Hollywood  
200605883;02/07/2020 12:00:00 AM;02/07/2020 12:00:00 AM;2020;6;Hollywood  
200609268;04/20/2020 12:00:00 AM;04/06/2020 12:00:00 AM;1900;6;Hollywood  
200612184;07/03/2020 12:00:00 AM;07/03/2020 12:00:00 AM;300;6;Hollywood  
200615161;09/09/2020 12:00:00 AM;09/09/2020 12:00:00 AM;1210;6;Hollywood  
200610874;06/02/2020 12:00:00 AM;06/01/2020 12:00:00 AM;2000;6;Hollywood  
200611732;06/23/2020 12:00:00 AM;06/23/2020 12:00:00 AM;1530;6;Hollywood  
200617482;11/01/2020 12:00:00 AM;10/31/2020 12:00:00 AM;2300;6;Hollywood  
200609201;04/16/2020 12:00:00 AM;03/30/2020 12:00:00 AM;1400;6;Hollywood  
200614069;08/17/2020 12:00:00 AM;08/16/2020 12:00:00 AM;1400;6;Hollywood  
200608658;04/03/2020 12:00:00 AM;03/28/2020 12:00:00 AM;1400;6;Hollywood  
200605280;01/28/2020 12:00:00 AM;01/28/2020 12:00:00 AM;2230;6;Hollywood  
200616779;10/16/2020 12:00:00 AM;10/16/2020 12:00:00 AM;915;6;Hollywood  
200604182;01/05/2020 12:00:00 AM;01/05/2020 12:00:00 AM;1;6;Hollywood  
200613040;07/24/2020 12:00:00 AM;07/24/2020 12:00:00 AM;2100;6;Hollywood  
200610484;05/22/2020 12:00:00 AM;05/22/2020 12:00:00 AM;1500;6;Hollywood  
200618033;11/14/2020 12:00:00 AM;11/14/2020 12:00:00 AM;1940;6;Hollywood  
200611992;06/29/2020 12:00:00 AM;06/28/2020 12:00:00 AM;2300;6;Hollywood  
200613787;08/10/2020 12:00:00 AM;08/10/2020 12:00:00 AM;1535;6;Hollywood  
210604868;01/22/2021 12:00:00 AM;12/02/2020 12:00:00 AM;945;6;Hollywood  
200617978;11/13/2020 12:00:00 AM;11/11/2020 12:00:00 AM;2200;6;Hollywood  
200611421;06/15/2020 12:00:00 AM;06/01/2020 12:00:00 AM;1915;6;Hollywood  
210605173;12/30/2020 12:00:00 AM;12/25/2020 12:00:00 AM;800;6;Hollywood  
200615566;09/19/2020 12:00:00 AM;09/19/2020 12:00:00 AM;240;6;Hollywood  
200616256;10/03/2020 12:00:00 AM;10/03/2020 12:00:00 AM;1045;6;Hollywood  
200607223;03/01/2020 12:00:00 AM;03/01/2020 12:00:00 AM;644;6;Hollywood  
200614112;08/17/2020 12:00:00 AM;08/11/2020 12:00:00 AM;1840;6;Hollywood  
200611246;06/07/2020 12:00:00 AM;06/03/2020 12:00:00 AM;1130;6;Hollywood  
200616478;10/09/2020 12:00:00 AM;10/08/2020 12:00:00 AM;1550;6;Hollywood  
200619483;12/20/2020 12:00:00 AM;12/20/2020 12:00:00 AM;1530;6;Hollywood  
200617494;11/01/2020 12:00:00 AM;11/01/2020 12:00:00 AM;2030;6;Hollywood  
200606682;02/22/2020 12:00:00 AM;02/19/2020 12:00:00 AM;1100;6;Hollywood  
200614715;08/30/2020 12:00:00 AM;08/29/2020 12:00:00 AM;2200;6;Hollywood  
200605772;02/06/2020 12:00:00 AM;02/06/2020 12:00:00 AM;1000;6;Hollywood  
200610590;05/25/2020 12:00:00 AM;05/25/2020 12:00:00 AM;108;6;Hollywood  
200613925;08/13/2020 12:00:00 AM;08/13/2020 12:00:00 AM;1308;6;Hollywood  
200611367;06/12/2020 12:00:00 AM;06/12/2020 12:00:00 AM;2230;6;Hollywood  
200617986;11/13/2020 12:00:00 AM;11/13/2020 12:00:00 AM;1700;6;Hollywood  
200616339;10/06/2020 12:00:00 AM;10/06/2020 12:00:00 AM;530;6;Hollywood  
200610810;05/29/2020 12:00:00 AM;05/29/2020 12:00:00 AM;1130;6;Hollywood  
200613346;08/01/2020 12:00:00 AM;08/01/2020 12:00:00 AM;935;6;Hollywood  
200612283;07/07/2020 12:00:00 AM;06/27/2020 12:00:00 AM;340;6;Hollywood  
200614017;08/16/2020 12:00:00 AM;08/16/2020 12:00:00 AM;400;6;Hollywood  
200614293;08/22/2020 12:00:00 AM;08/22/2020 12:00:00 AM;635;6;Hollywood  
200617744;11/08/2020 12:00:00 AM;11/08/2020 12:00:00 AM;225;6;Hollywood  
200605012;01/23/2020 12:00:00 AM;01/20/2020 12:00:00 AM;1115;6;Hollywood  
200606980;02/26/2020 12:00:00 AM;02/26/2020 12:00:00 AM;100;6;Hollywood  
200606142;02/13/2020 12:00:00 AM;02/05/2020 12:00:00 AM;1830;6;Hollywood  
200616578;10/11/2020 12:00:00 AM;10/11/2020 12:00:00 AM;2044;6;Hollywood  
200613243;07/29/2020 12:00:00 AM;07/27/2020 12:00:00 AM;2100;6;Hollywood  
200607626;03/04/2020 12:00:00 AM;03/02/2020 12:00:00 AM;1120;6;Hollywood  
200614351;08/22/2020 12:00:00 AM;08/22/2020 12:00:00 AM;1550;6;Hollywood  
200618489;11/25/2020 12:00:00 AM;11/24/2020 12:00:00 AM;1330;6;Hollywood  
200618418;11/23/2020 12:00:00 AM;11/23/2020 12:00:00 AM;1240;6;Hollywood  
200617661;11/06/2020 12:00:00 AM;11/06/2020 12:00:00 AM;440;6;Hollywood  
200617146;10/24/2020 12:00:00 AM;10/24/2020 12:00:00 AM;1900;6;Hollywood  
200612181;07/04/2020 12:00:00 AM;07/03/2020 12:00:00 AM;830;6;Hollywood  
200608669;04/04/2020 12:00:00 AM;04/04/2020 12:00:00 AM;300;6;Hollywood  
200607854;03/13/2020 12:00:00 AM;03/13/2020 12:00:00 AM;545;6;Hollywood  
200609610;04/27/2020 12:00:00 AM;04/27/2020 12:00:00 AM;2100;6;Hollywood  
200608872;04/07/2020 12:00:00 AM;04/07/2020 12:00:00 AM;2000;6;Hollywood  
200613355;07/29/2020 12:00:00 AM;06/21/2020 12:00:00 AM;30;6;Hollywood  
200619879;12/31/2020 12:00:00 AM;12/31/2020 12:00:00 AM;1230;6;Hollywood  
200607107;02/28/2020 12:00:00 AM;02/28/2020 12:00:00 AM;1045;6;Hollywood  
200608744;04/05/2020 12:00:00 AM;03/18/2020 12:00:00 AM;1530;6;Hollywood  
200611742;06/24/2020 12:00:00 AM;06/24/2020 12:00:00 AM;750;6;Hollywood  
200619173;12/12/2020 12:00:00 AM;12/05/2020 12:00:00 AM;1400;6;Hollywood  
200608725;04/01/2020 12:00:00 AM;03/29/2020 12:00:00 AM;1000;6;Hollywood  
200619188;12/12/2020 12:00:00 AM;12/12/2020 12:00:00 AM;1920;6;Hollywood  
200615767;09/23/2020 12:00:00 AM;09/21/2020 12:00:00 AM;2000;6;Hollywood  
200617404;10/31/2020 12:00:00 AM;10/30/2020 12:00:00 AM;2015;6;Hollywood  
210604516;01/14/2021 12:00:00 AM;11/15/2020 12:00:00 AM;2230;6;Hollywood  
210606866;03/10/2021 12:00:00 AM;08/07/2020 12:00:00 AM;2030;6;Hollywood  
200608092;03/18/2020 12:00:00 AM;03/18/2020 12:00:00 AM;1330;6;Hollywood  
200614031;08/15/2020 12:00:00 AM;08/15/2020 12:00:00 AM;2050;6;Hollywood  
200605747;02/06/2020 12:00:00 AM;02/02/2020 12:00:00 AM;1700;6;Hollywood  
200610426;05/20/2020 12:00:00 AM;05/20/2020 12:00:00 AM;1150;6;Hollywood  
200609804;05/03/2020 12:00:00 AM;05/03/2020 12:00:00 AM;1500;6;Hollywood  
200610799;05/31/2020 12:00:00 AM;05/31/2020 12:00:00 AM;130;6;Hollywood  
200619124;12/11/2020 12:00:00 AM;12/11/2020 12:00:00 AM;500;6;Hollywood  
200613650;08/06/2020 12:00:00 AM;08/06/2020 12:00:00 AM;300;6;Hollywood  
200611305;06/11/2020 12:00:00 AM;06/11/2020 12:00:00 AM;700;6;Hollywood  
200618102;11/16/2020 12:00:00 AM;11/16/2020 12:00:00 AM;1430;6;Hollywood  
200609752;04/29/2020 12:00:00 AM;04/21/2020 12:00:00 AM;920;6;Hollywood  
200614417;08/24/2020 12:00:00 AM;08/24/2020 12:00:00 AM;900;6;Hollywood  
200618941;12/03/2020 12:00:00 AM;11/20/2020 12:00:00 AM;1100;6;Hollywood  
200606953;02/25/2020 12:00:00 AM;02/25/2020 12:00:00 AM;1220;6;Hollywood  
200613297;07/31/2020 12:00:00 AM;07/29/2020 12:00:00 AM;1000;6;Hollywood  
210605107;12/21/2020 12:00:00 AM;11/10/2020 12:00:00 AM;2247;6;Hollywood  
200617375;10/30/2020 12:00:00 AM;04/22/2020 12:00:00 AM;413;6;Hollywood  
200615878;09/23/2020 12:00:00 AM;05/10/2020 12:00:00 AM;935;6;Hollywood  
200604353;01/09/2020 12:00:00 AM;01/09/2020 12:00:00 AM;200;6;Hollywood  
200611630;06/21/2020 12:00:00 AM;06/20/2020 12:00:00 AM;2000;6;Hollywood  
200606134;02/13/2020 12:00:00 AM;02/12/2020 12:00:00 AM;2000;6;Hollywood  
200613761;08/10/2020 12:00:00 AM;08/10/2020 12:00:00 AM;905;6;Hollywood  
200615123;09/08/2020 12:00:00 AM;09/08/2020 12:00:00 AM;1530;6;Hollywood  
200608684;04/04/2020 12:00:00 AM;04/04/2020 12:00:00 AM;1230;6;Hollywood  
200614061;08/17/2020 12:00:00 AM;08/16/2020 12:00:00 AM;1700;6;Hollywood  
200607117;02/28/2020 12:00:00 AM;02/28/2020 12:00:00 AM;1037;6;Hollywood  
200619636;12/24/2020 12:00:00 AM;11/24/2020 12:00:00 AM;1000;6;Hollywood  
200605160;01/27/2020 12:00:00 AM;01/26/2020 12:00:00 AM;2000;6;Hollywood  
200618388;11/23/2020 12:00:00 AM;11/23/2020 12:00:00 AM;600;6;Hollywood  
200606309;02/17/2020 12:00:00 AM;02/17/2020 12:00:00 AM;1210;6;Hollywood  
200604969;01/18/2020 12:00:00 AM;01/18/2020 12:00:00 AM;120;6;Hollywood  
200611429;06/15/2020 12:00:00 AM;01/01/2020 12:00:00 AM;1;6;Hollywood  
200616913;10/18/2020 12:00:00 AM;10/18/2020 12:00:00 AM;2030;6;Hollywood  
200611690;06/22/2020 12:00:00 AM;06/22/2020 12:00:00 AM;1620;6;Hollywood  
200613510;08/05/2020 12:00:00 AM;08/02/2020 12:00:00 AM;1845;6;Hollywood  
200607615;03/09/2020 12:00:00 AM;03/08/2020 12:00:00 AM;2330;6;Hollywood  
200607046;02/27/2020 12:00:00 AM;02/25/2020 12:00:00 AM;2030;6;Hollywood  
200604838;01/18/2020 12:00:00 AM;01/18/2020 12:00:00 AM;1100;6;Hollywood  
200611872;06/27/2020 12:00:00 AM;06/26/2020 12:00:00 AM;1020;6;Hollywood  
200616934;10/19/2020 12:00:00 AM;10/18/2020 12:00:00 AM;1100;6;Hollywood  
200611279;06/10/2020 12:00:00 AM;06/10/2020 12:00:00 AM;1215;6;Hollywood  
200619817;12/30/2020 12:00:00 AM;12/29/2020 12:00:00 AM;1840;6;Hollywood  
200615401;09/15/2020 12:00:00 AM;09/15/2020 12:00:00 AM;1;6;Hollywood  
200617058;10/23/2020 12:00:00 AM;10/23/2020 12:00:00 AM;315;6;Hollywood  
