DR_NO;Date Rptd;DATE OCC;TIME OCC;AREA;AREA NAME;Rpt Dist No;Part 1-2;Crm Cd;Crm Cd Desc;Mocodes;Vict Age;Vict Sex;Vict Descent;Premis Cd;Premis Desc;Weapon Used Cd;Weapon Desc;Status;Status Desc;Crm Cd 1
200909332;05/05/2020 12:00:00 AM;05/04/2020 12:00:00 AM;455;9;Van Nuys   ;937;1;420;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         ;0344                                   ;29;M;O;104;DRIVEWAY                                    ;;;IC;Invest Cont ;420
200910532;06/04/2020 12:00:00 AM;06/03/2020 12:00:00 AM;1600;9;Van Nuys   ;998;1;510;VEHICLE - STOLEN                                        ;;0;;;101;STREET                                      ;;;IC;Invest Cont ;510
200913538;08/15/2020 12:00:00 AM;08/14/2020 12:00:00 AM;1100;9;Van Nuys   ;985;1;510;VEHICLE - STOLEN                                        ;;0;;;101;STREET                                      ;;;IC;Invest Cont ;510
200915526;10/05/2020 12:00:00 AM;10/03/2020 12:00:00 AM;2020;9;Van Nuys   ;911;1;440;THEFT PLAIN - PETTY ($950 & UNDER)                      ;0344 2014                              ;21;F;H;101;STREET                                      ;;;IC;Invest Cont ;440
200908118;04/03/2020 12:00:00 AM;03/22/2020 12:00:00 AM;630;9;Van Nuys   ;939;1;330;BURGLARY FROM VEHICLE                                   ;1302 0344                              ;38;M;W;101;STREET                                      ;;;IC;Invest Cont ;330
200910730;06/07/2020 12:00:00 AM;06/05/2020 12:00:00 AM;900;9;Van Nuys   ;926;1;341;THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD;0344                                   ;53;M;B;502;MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC);;;IC;Invest Cont ;341
200909000;04/27/2020 12:00:00 AM;04/25/2020 12:00:00 AM;1700;9;Van Nuys   ;985;2;740;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) ;0329                                   ;64;F;O;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;740
200909991;05/21/2020 12:00:00 AM;05/20/2020 12:00:00 AM;1600;9;Van Nuys   ;964;1;310;BURGLARY                                                ;0358 1420 0344 1609                    ;55;M;O;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;310
200916152;10/19/2020 12:00:00 AM;10/09/2020 12:00:00 AM;1200;9;Van Nuys   ;979;2;662;BUNCO, GRAND THEFT                                      ;0344 1822 0701                         ;48;F;W;501;SINGLE FAMILY DWELLING                      ;;;IC;Invest Cont ;662
200912019;07/06/2020 12:00:00 AM;07/03/2020 12:00:00 AM;1430;9;Van Nuys   ;971;1;420;THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)         ;;0;;;108;PARKING LOT                                 ;;;IC;Invest Cont ;420
